4.484300000000000092e-03,0.000000000000000000e+00,6.081079999999999819e-01,5.630249999999999977e-01,-6.548669999999999769e-01,2.782009999999999761e-01,1.815740000000000062e-02,-1.777489999999999973e-02,1.100000000000000000e+01
-9.133029999999999760e-01,0.000000000000000000e+00,-3.783779999999999921e-01,-4.285709999999999797e-01,-8.761060000000000514e-01,-8.962280000000000246e-01,-9.226630000000000109e-01,-9.131010000000000515e-01,7.000000000000000000e+00
-9.601399999999999935e-01,1.000000000000000000e+00,-5.405410000000000492e-01,-5.798320000000000141e-01,-8.849559999999999649e-01,-9.511239999999999695e-01,-9.609950000000000436e-01,-9.670840000000000547e-01,4.000000000000000000e+00
-8.016940000000000177e-01,1.000000000000000000e+00,-1.351349999999999947e-02,-4.201679999999999998e-02,-8.230089999999999906e-01,-7.329560000000000519e-01,-7.693339999999999623e-01,-7.867020000000000124e-01,7.000000000000000000e+00
-2.954660000000000064e-01,1.000000000000000000e+00,4.189189999999999858e-01,3.109239999999999782e-01,-6.902650000000000174e-01,-2.527010000000000089e-01,-4.862139999999999795e-01,-4.325209999999999888e-01,1.600000000000000000e+01
-3.393120000000000025e-01,0.000000000000000000e+00,5.675679999999999614e-01,3.445380000000000109e-01,-6.991150000000000420e-01,-9.828230000000000299e-02,-2.172159999999999924e-01,-2.034229999999999927e-01,8.000000000000000000e+00
-9.870449999999999502e-01,1.000000000000000000e+00,-7.297299999999999898e-01,-7.647059999999999969e-01,-9.115039999999999809e-01,-9.847709999999999519e-01,-9.905850000000000488e-01,-9.920999999999999819e-01,5.000000000000000000e+00
-8.834079999999999711e-01,0.000000000000000000e+00,-2.297299999999999898e-01,-2.941179999999999906e-01,-8.407080000000000108e-01,-8.551440000000000152e-01,-8.964360000000000106e-01,-8.512180000000000302e-01,8.000000000000000000e+00
-6.352769999999999806e-01,0.000000000000000000e+00,2.567570000000000130e-01,2.268910000000000093e-01,-7.699120000000000408e-01,-4.698069999999999746e-01,-5.063889999999999780e-01,-5.602369999999999850e-01,9.000000000000000000e+00
-6.542099999999999582e-01,-1.000000000000000000e+00,1.621620000000000006e-01,1.764709999999999890e-01,-8.053099999999999703e-01,-5.587039999999999784e-01,-5.911229999999999540e-01,-5.799870000000000303e-01,9.000000000000000000e+00
-6.083709999999999951e-01,1.000000000000000000e+00,2.297299999999999898e-01,2.268910000000000093e-01,-7.699120000000000408e-01,-5.353280000000000260e-01,-6.032279999999999864e-01,-6.734689999999999843e-01,8.000000000000000000e+00
-9.113099999999999534e-01,1.000000000000000000e+00,-3.108110000000000039e-01,-4.117649999999999921e-01,-8.584070000000000311e-01,-9.022489999999999677e-01,-9.253529999999999811e-01,-9.052010000000000334e-01,7.000000000000000000e+00
-7.538610000000000033e-01,-1.000000000000000000e+00,5.405410000000000076e-02,8.403360000000000343e-03,-8.141589999999999661e-01,-6.617669999999999941e-01,-6.960319999999999840e-01,-6.747859999999999969e-01,8.000000000000000000e+00
-7.578479999999999661e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.563029999999999753e-02,-8.141589999999999661e-01,-6.808929999999999705e-01,-7.592470000000000052e-01,-7.300860000000000127e-01,9.000000000000000000e+00
-7.638270000000000337e-01,1.000000000000000000e+00,-2.702699999999999894e-02,-1.260499999999999954e-01,-8.053099999999999703e-01,-7.403929999999999678e-01,-7.841289999999999649e-01,-8.130349999999999522e-01,7.000000000000000000e+00
-4.748379999999999823e-01,-1.000000000000000000e+00,3.783779999999999921e-01,3.949579999999999758e-01,-7.433629999999999960e-01,-3.238889999999999825e-01,-4.599869999999999792e-01,-3.785390000000000144e-01,9.000000000000000000e+00
-6.392630000000000257e-01,-1.000000000000000000e+00,1.486490000000000034e-01,1.596640000000000004e-01,-7.787610000000000365e-01,-5.250580000000000247e-01,-5.494280000000000275e-01,-6.853190000000000115e-01,7.000000000000000000e+00
-6.342799999999999550e-01,-1.000000000000000000e+00,1.891889999999999961e-01,1.596640000000000004e-01,-7.522119999999999918e-01,-4.797239999999999838e-01,-6.038999999999999924e-01,-5.167869999999999964e-01,1.600000000000000000e+01
-6.133530000000000371e-01,-1.000000000000000000e+00,3.108110000000000039e-01,2.100839999999999930e-01,-7.699120000000000408e-01,-4.620150000000000090e-01,-5.043710000000000138e-01,-5.536539999999999795e-01,8.000000000000000000e+00
-9.192829999999999613e-01,1.000000000000000000e+00,-4.594590000000000063e-01,-4.453779999999999961e-01,-8.584070000000000311e-01,-9.047279999999999767e-01,-9.253529999999999811e-01,-9.262669999999999515e-01,6.000000000000000000e+00
-9.541600000000000081e-01,1.000000000000000000e+00,-4.864859999999999740e-01,-5.294119999999999937e-01,-8.938049999999999606e-01,-9.362489999999999979e-01,-9.549429999999999863e-01,-9.354839999999999822e-01,6.000000000000000000e+00
-5.645240000000000258e-01,0.000000000000000000e+00,2.702700000000000102e-01,1.932770000000000044e-01,-7.964599999999999458e-01,-5.222240000000000215e-01,-6.112980000000000080e-01,-5.852530000000000232e-01,9.000000000000000000e+00
-5.246640000000000192e-01,-1.000000000000000000e+00,3.378380000000000272e-01,3.109239999999999782e-01,-7.522119999999999918e-01,-2.480960000000000110e-01,-2.932080000000000242e-01,-4.233049999999999868e-01,8.000000000000000000e+00
-7.419029999999999792e-01,1.000000000000000000e+00,-1.351349999999999947e-02,-8.403360000000000343e-03,-7.787610000000000365e-01,-6.784130000000000438e-01,-7.188970000000000082e-01,-7.498350000000000293e-01,8.000000000000000000e+00
-3.841550000000000242e-01,-1.000000000000000000e+00,4.864859999999999740e-01,4.117649999999999921e-01,-7.168139999999999512e-01,-2.332210000000000116e-01,-3.281780000000000252e-01,-3.811720000000000108e-01,1.000000000000000000e+01
