6.645799999999999486e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-8.447999999999999954e-01,-9.935990000000000100e-01,-9.930259999999999643e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-9.748830000000000551e-01,-9.819569999999999688e-01,-1.000000000000000000e+00,3.703640000000000265e-01,9.800000000000000000e+01
5.562089999999999534e-01,-9.989160000000000261e-01,-1.000000000000000000e+00,-7.923130000000000450e-01,-9.559490000000000487e-01,-9.805469999999999464e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-7.976239999999999997e-01,-9.838320000000000398e-01,-9.997169999999999668e-01,-9.617440000000000433e-01,9.500000000000000000e+01
-6.070699999999999708e-02,-9.956639999999999935e-01,-9.895650000000000279e-01,-8.635340000000000238e-01,-9.495479999999999476e-01,-9.449440000000000062e-01,-9.005959999999999521e-01,-9.597040000000000015e-01,-9.945789999999999909e-01,-9.773260000000000280e-01,-9.985829999999999984e-01,-9.834610000000000296e-01,9.300000000000000000e+01
-2.276359999999999842e-02,-9.577240000000000197e-01,-9.930430000000000090e-01,-3.494829999999999881e-01,-9.167920000000000513e-01,-9.434759999999999813e-01,-2.425450000000000106e-01,-3.740769999999999929e-01,-9.443399999999999572e-01,-9.680790000000000228e-01,-9.987949999999999884e-01,-9.495489999999999764e-01,7.400000000000000000e+01
-1.157500000000000057e-01,-9.121949999999999781e-01,-7.217390000000000194e-01,-8.422159999999999647e-01,-9.518069999999999586e-01,-9.728390000000000093e-01,-9.602389999999999537e-01,-9.865680000000000005e-01,-8.344420000000000170e-01,-9.452639999999999931e-01,-9.995039999999999480e-01,-9.876380000000000159e-01,9.200000000000000000e+01
5.497130000000000072e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-8.664410000000000167e-01,-9.721389999999999754e-01,-9.860520000000000396e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-9.986180000000000057e-01,-9.855289999999999884e-01,-1.000000000000000000e+00,-8.930839999999999890e-01,9.700000000000000000e+01
-2.804449999999999998e-02,-9.414630000000000498e-01,-7.704349999999999810e-01,-2.139860000000000095e-01,-8.599400000000000377e-01,-8.990639999999999743e-01,-3.250500000000000056e-01,-3.767630000000000146e-01,-8.036839999999999540e-01,-7.829859999999999598e-01,-1.000000000000000000e+00,-9.223190000000000000e-01,6.700000000000000000e+01
6.717429999999999790e-01,-9.945800000000000196e-01,-1.000000000000000000e+00,-7.367569999999999952e-01,-9.175450000000000550e-01,-9.313639999999999697e-01,-5.825050000000000505e-01,-9.529889999999999750e-01,-8.911580000000000057e-01,-9.926150000000000251e-01,-9.998580000000000245e-01,2.066489999999999994e-01,8.900000000000000000e+01
4.319410000000000194e-01,-9.989160000000000261e-01,-1.000000000000000000e+00,-7.094639999999999835e-01,-8.844130000000000047e-01,-9.508170000000000233e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-8.749479999999999480e-01,-8.220769999999999467e-01,-9.967399999999999594e-01,-3.316069999999999851e-01,9.100000000000000000e+01
-3.762460000000000110e-02,-9.924119999999999608e-01,-9.965220000000000189e-01,-3.551360000000000072e-01,-8.531630000000000047e-01,-9.368689999999999518e-01,-7.813120000000000065e-01,-7.921420000000000128e-01,-7.083079999999999932e-02,-9.241819999999999480e-01,-9.984410000000000229e-01,-9.856329999999999814e-01,7.900000000000000000e+01
