-1.305999999999999939e-01,-9.967479999999999674e-01,-1.000000000000000000e+00,-7.036499999999999977e-01,-9.284639999999999560e-01,-9.647639999999999549e-01,-9.602389999999999537e-01,-9.865680000000000005e-01,-7.075919999999999987e-01,-9.686620000000000230e-01,-1.000000000000000000e+00,-9.228199999999999736e-01,9.100000000000000000e+01
5.298420000000000352e-01,-9.967479999999999674e-01,-1.000000000000000000e+00,-4.841730000000000200e-01,-7.138550000000000173e-01,-7.852820000000000356e-01,-8.807160000000000544e-01,-9.798519999999999452e-01,-9.195090000000000208e-01,-8.907359999999999722e-01,-9.990080000000000071e-01,-8.593380000000000463e-01,8.400000000000000000e+01
-4.250790000000000124e-02,-9.902440000000000131e-01,-1.000000000000000000e+00,-5.293930000000000025e-01,-8.798949999999999827e-01,-9.526520000000000543e-01,-8.011930000000000440e-01,-9.261249999999999760e-01,-1.002139999999999975e-01,-9.174719999999999542e-01,-9.995039999999999480e-01,-9.416970000000000063e-01,8.800000000000000000e+01
1.545469999999999899e-01,-9.436309999999999976e-01,-8.330429999999999779e-01,-3.102389999999999870e-01,-8.727409999999999890e-01,-9.082400000000000473e-01,-9.204769999999999897e-01,-9.798519999999999452e-01,-8.164249999999999563e-01,-8.889240000000000475e-01,-9.965979999999999839e-01,-9.710990000000000455e-01,8.800000000000000000e+01
6.451500000000000012e-01,-9.989160000000000261e-01,-9.965220000000000189e-01,-9.670539999999999692e-01,-9.943520000000000136e-01,-9.970639999999999503e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-9.939970000000000194e-01,-9.906629999999999603e-01,-1.000000000000000000e+00,4.944869999999999821e-02,9.700000000000000000e+01
-1.149619999999999947e-01,-9.978320000000000523e-01,-9.965220000000000189e-01,-8.908270000000000355e-01,-9.841870000000000340e-01,-9.864199999999999635e-01,-9.602389999999999537e-01,-9.529889999999999750e-01,-9.690779999999999950e-01,-9.866209999999999702e-01,-9.992910000000000403e-01,-9.625789999999999624e-01,9.600000000000000000e+01
5.328399999999999803e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-7.498390000000000333e-01,-9.679969999999999963e-01,-9.776110000000000078e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-9.307760000000000478e-01,-9.891039999999999832e-01,-9.982990000000000475e-01,-7.422320000000000029e-01,9.500000000000000000e+01
-2.479999999999999913e-02,-9.956639999999999935e-01,-9.965220000000000189e-01,-3.393090000000000273e-01,-9.299699999999999633e-01,-9.456780000000000186e-01,-7.027830000000000465e-01,-6.447279999999999678e-01,-9.592030000000000278e-01,-9.626959999999999962e-01,-9.998580000000000245e-01,-9.154689999999999772e-01,8.400000000000000000e+01
-3.568720000000000225e-02,-9.902440000000000131e-01,-9.721739999999999826e-01,-8.280039999999999623e-01,-9.634789999999999743e-01,-9.779780000000000140e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-9.945640000000000036e-01,-9.777689999999999992e-01,-1.000000000000000000e+00,-7.557629999999999626e-01,9.500000000000000000e+01
-9.144629999999999426e-02,-9.989160000000000261e-01,-1.000000000000000000e+00,-4.623709999999999765e-01,-8.524100000000000010e-01,-9.243900000000000450e-01,-9.403580000000000272e-01,-9.395569999999999755e-01,8.928579999999999850e-02,-6.179710000000000480e-01,-9.998580000000000245e-01,-9.721020000000000216e-01,8.000000000000000000e+01
6.342689999999999717e-01,-9.989160000000000261e-01,-9.965220000000000189e-01,-9.580100000000000282e-01,-9.329819999999999780e-01,-9.838500000000000023e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-7.532269999999999799e-01,-6.688260000000000316e-01,-9.991499999999999826e-01,-5.462750000000000244e-02,9.700000000000000000e+01
-3.253099999999999742e-02,-9.869919999999999805e-01,-9.617390000000000105e-01,-8.192829999999999835e-01,-9.510539999999999550e-01,-9.728390000000000093e-01,-9.801189999999999625e-01,-9.932839999999999447e-01,-9.932119999999999838e-01,-9.808200000000000252e-01,-1.000000000000000000e+00,-8.294350000000000334e-01,9.600000000000000000e+01
2.811219999999999830e-01,-9.837399999999999478e-01,-9.826089999999999547e-01,1.424420000000000130e-01,-6.841110000000000246e-01,-7.790420000000000122e-01,-7.952290000000000747e-03,-7.652790000000000425e-01,-7.514290000000000136e-01,-9.492150000000000309e-01,-9.946139999999999981e-01,-9.689269999999999827e-01,5.000000000000000000e+01
3.731670000000000265e-01,-9.848240000000000327e-01,-9.895650000000000279e-01,-3.732240000000000002e-01,-8.482680000000000220e-01,-9.243900000000000450e-01,-8.608350000000000168e-01,-8.925450000000000328e-01,-6.218850000000000211e-01,-9.365790000000000504e-01,-9.965979999999999839e-01,-4.264950000000000130e-01,8.300000000000000000e+01
-6.013770000000000530e-04,-9.989160000000000261e-01,-1.000000000000000000e+00,-5.666989999999999528e-01,-8.475150000000000183e-01,-9.126450000000000395e-01,-9.403580000000000272e-01,-9.328410000000000313e-01,-8.558289999999999509e-01,-9.528699999999999948e-01,-1.000000000000000000e+00,-8.955899999999999972e-01,8.300000000000000000e+01
4.705199999999999938e-01,-9.967479999999999674e-01,-9.965220000000000189e-01,-5.944770000000000332e-01,-9.393829999999999680e-01,-9.497160000000000046e-01,-9.403580000000000272e-01,-9.798519999999999452e-01,-9.961229999999999807e-01,-9.376379999999999715e-01,-9.991499999999999826e-01,-7.139990000000000503e-01,9.700000000000000000e+01
