2.139999999999999858e+01,4.885175676135743439e-01,7.836592318178048355e-01,4.995456851818455002e-01,5.691316089152278490e-01,2.074465749656087266e-01,3.658533832174020728e-01,2.418618365466330966e-01,2.105592664724992014e-01,1.643613562141193751e-01,1.343253500414139934e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.860169491525255125e-01,5.339805825242933679e-01,9.999999999999998890e-01,5.288690475135869873e-01,1.000000000000000000e+00,5.441860465116280521e-01,5.351351351351351093e-01
2.160000000000000142e+01,4.124057258961696393e-01,7.711995570147618384e-01,5.844795426919083825e-01,6.361214770465388746e-01,1.480529213592045867e-01,2.887034755058798807e-01,2.331370657330242013e-01,2.599995635889249535e-01,1.620714388019204311e-01,1.310413624315832637e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.860169491525255125e-01,6.666666666666856145e-01,1.619903483109544073e-01,8.181996322106376007e-02,9.257031879503081484e-01,6.093023255813955208e-01,6.054054054054053280e-01
2.330000000000000071e+01,3.670238531093988898e-01,6.097161383219658060e-01,5.959821330566433817e-01,6.706972642716944044e-01,1.715750701342410312e-01,1.505448001144213122e-01,2.164256908955484449e-01,2.658838564521084913e-01,2.074545617265161901e-01,1.458129283653126773e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.430084745762485454e-01,7.508090614887237280e-01,1.047023229065086602e-01,3.299871485938082882e-02,9.222422520151987158e-01,6.372093023255814837e-01,6.810810810810808968e-01
2.339999999999999858e+01,4.883156161817835406e-01,9.143659792982650192e-01,5.774968226494133772e-01,5.899335533399918674e-01,1.458479370224023686e-01,3.494464279738487833e-01,2.236918210906314319e-01,2.333884523481549456e-01,1.638130230508682839e-01,1.377319834211448990e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.343042071197828591e-01,1.667591828569999768e-01,4.796147074325665671e-01,9.182799356004456293e-01,6.651162790697674465e-01,7.027027027027027417e-01
2.189999999999999858e+01,4.620779542952208052e-01,7.602509397611083575e-01,5.492573013280627192e-01,6.003789702976285447e-01,1.503250836786779454e-01,5.355045238670120833e-01,1.565289443029311001e-01,2.581654236730557828e-01,1.818403331922613941e-01,1.744324753309787202e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.005296610169409632e-01,1.000000000000000000e+00,1.133598379716450055e-01,8.012696831819894616e-02,9.198354484829347477e-01,6.418604651162790331e-01,6.054054054054053280e-01
2.350000000000000000e+01,4.146123661792264770e-01,6.421939334387849474e-01,5.542965723020149005e-01,6.222815978829183692e-01,1.738976782462471060e-01,2.811883684454954957e-01,1.915466967297718148e-01,2.899954547569664753e-01,2.366778191116852281e-01,1.501605292614335840e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.860169491525255125e-01,6.990291262136452133e-01,2.113789913234815632e-01,9.296786219273472235e-03,9.283894497307874083e-01,6.558139534883721256e-01,6.864864864864864691e-01
2.439999999999999858e+01,4.635144363480286911e-01,5.377836354505711736e-01,5.223859732261907363e-01,6.493789103257627815e-01,1.425322381108811431e-01,6.110251025664613644e-01,4.027802903284837810e-01,3.444714482546273326e-01,2.748750558751812401e-01,1.494859416188488999e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.430084745762485454e-01,3.883495145635151857e-02,0.000000000000000000e+00,5.000240759625573794e-06,9.136318894702868398e-01,6.279069767441861627e-01,6.540540540540539238e-01
2.360000000000000142e+01,4.132036475978558832e-01,4.643560535531987554e-01,5.367340444083593676e-01,6.220496906391799197e-01,1.697934469298586213e-01,2.449803550537549834e-01,3.699625873997534620e-01,3.562008096509758914e-01,2.768758339792163903e-01,1.475728003659067811e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.150423728813848356e-02,2.718446601941764129e-01,2.007751356487385286e-01,2.882865974216002325e-01,9.225046846427980007e-01,6.372093023255814837e-01,6.270270270270269508e-01
2.200000000000000000e+01,4.514682307297342989e-01,5.320571122826251997e-01,5.164156309065458528e-01,5.903372949627823107e-01,1.651936029389519389e-01,4.348312620670866102e-01,4.225941321763307945e-01,3.560687607059351278e-01,2.693460243911814378e-01,1.527748209424493187e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.145127118643870290e-01,0.000000000000000000e+00,1.928397469557172339e-01,6.181900018256784868e-02,9.302655174151515105e-01,6.465116279069768046e-01,5.567567567567567322e-01
2.050000000000000000e+01,4.681380025188218719e-01,6.797544775169701570e-01,4.757664911291731302e-01,5.378598716022142678e-01,1.916339138900211847e-01,3.374602512842727609e-01,3.600751024736103534e-01,3.162635991463692009e-01,2.492955766708270793e-01,1.389577670731778070e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.174757281553524990e-01,9.808566499137348904e-01,9.999940942038273439e-01,9.403095700782624355e-01,6.093023255813955208e-01,5.243243243243241869e-01
